CHR,start,end,gene_id,genename,n_snp_input,n_snp_model,model_type,in_sample_r2,in_sample_cor_pvalue
chr2,6917391,6917392,ENSG00000151692.14,RNF144A,112,20,CellTypeSpecific,0.0020270038386069732,0.6180892915850612
chr2,9206764,9206765,ENSG00000151693.9,ASAP2,232,15,CellTypeSpecific,0.12471447467945547,5.3538608794412555e-5
chr2,9423567,9423568,ENSG00000119203.13,CPSF3,266,31,CellTypeSpecific,0.07417346471467196,0.00212164199872799
chr2,9555791,9555792,ENSG00000151694.12,ADAM17,283,19,NonSpecific,0.25922655121321625,1.335036709687925e-9
chr2,9555898,9555899,ENSG00000271855.1,RP11-214N9.1,283,29,NonSpecific,0.3237685226229323,4.4144130735573176e-12
chr2,9631013,9631014,ENSG00000134308.13,YWHAQ,282,6,CellTypeSpecific,0.13800371243991552,1.9962699544313338e-5
chr2,9843353,9843354,ENSG00000115750.16,TAF1B,289,31,CellTypeSpecific,0.43111092389769257,9.301131038045374e-17
chr2,9936359,9936360,ENSG00000269973.1,RP11-95D17.1,295,18,NonSpecific,0.22631905930748247,2.0612581736581276e-8
chr2,10040662,10040663,ENSG00000260077.1,RP11-254F7.2,306,3,NonSpecific,0.18884667746186715,4.1119477701915796e-7
chr2,111898478,111898479,ENSG00000153208.16,MERTK,258,11,NonSpecific,0.25296973084208657,2.2654080924550103e-9
chr2,112055222,112055223,ENSG00000153214.9,TMEM87B,282,14,CellTypeSpecific,0.11781554341690807,8.900657567995334e-5
chr2,112138384,112138385,ENSG00000144152.12,FBLN7,294,9,CellTypeSpecific,0.24689916077434243,3.769516896731364e-9
chr2,112255135,112255136,ENSG00000144161.12,ZC3H8,318,26,NonSpecific,0.08575024702327254,9.196465350934895e-4
chr2,112434487,112434488,ENSG00000169629.11,RGPD8,335,43,CellTypeSpecific,0.54682292669907,6.995603907930769e-23
chr2,112541914,112541915,ENSG00000125630.15,POLR1B,338,24,CellTypeSpecific,0.27001710665373724,5.311285708035359e-10
chr2,112584239,112584240,ENSG00000125611.15,CHCHD5,346,5,CellTypeSpecific,0.20450348458273407,1.1950834953547603e-7
chr2,112590795,112590796,ENSG00000228251.1,AC012442.6,346,0,NonSpecific,NA,NA
chr2,112645689,112645690,ENSG00000237753.1,AC079922.3,344,36,CellTypeSpecific,0.36626126744787546,7.68900019138345e-14
chr2,112645856,112645857,ENSG00000144136.10,SLC20A1,344,4,CellTypeSpecific,0.2957937749999508,5.574878490816228e-11
chr2,113107213,113107214,ENSG00000136689.18,IL1RN,340,27,NonSpecific,0.31725920193111323,8.034307875233136e-12
chr2,113157324,113157325,ENSG00000125637.15,PSD4,335,21,NonSpecific,0.110040660663946,1.5738973104701255e-4
chr2,113278949,113278950,ENSG00000125618.16,PAX8,342,16,NonSpecific,0.4168417087676389,4.3376289281656396e-16
chr2,113437690,113437691,ENSG00000136682.14,CBWD2,337,33,CellTypeSpecific,0.339312967978122,1.0328119552557534e-12
chr2,113498664,113498665,ENSG00000184492.6,FOXD4L1,340,1,NonSpecific,0.049620963555493065,0.012526922778821784
chr2,113542671,113542672,ENSG00000231943.7,PGM5P4-AS1,340,35,NonSpecific,0.3640881659610626,9.51783874362812e-14
chr2,113627228,113627229,ENSG00000144134.18,RABL2A,311,60,CellTypeSpecific,0.14035891808974443,1.674224418546613e-5
chr2,113704077,113704078,ENSG00000227359.1,AC017074.2,283,5,NonSpecific,0.17708536513328796,1.0267138021157813e-6
chr2,113756822,113756823,ENSG00000115084.13,SLC35F5,277,4,NonSpecific,0.13886693723526083,1.87168370398394e-5
chr2,113979568,113979569,ENSG00000234199.2,LINC01191,246,12,NonSpecific,0.18100175566786456,7.579595448101859e-7
chr2,117814649,117814650,ENSG00000088205.12,DDX18,236,25,CellTypeSpecific,0.30667399253471245,2.1032402563806656e-11
chr2,117833936,117833937,ENSG00000236255.1,AC009404.2,240,9,NonSpecific,0.23576031975189685,9.503138172100735e-9
chr2,118088451,118088452,ENSG00000125629.14,INSIG2,251,5,CellTypeSpecific,0.06484400178398891,0.0041593830790344725
chr2,118186385,118186386,ENSG00000226856.5,AC093901.1,259,1,NonSpecific,0.15945129972663602,3.969061294445175e-6
chr2,118942165,118942166,ENSG00000019169.10,MARCO,309,28,CellTypeSpecific,0.12596117098448642,4.882677792907595e-5
chr2,119158888,119158889,ENSG00000144119.3,C1QL2,301,0,NonSpecific,NA,NA
chr2,119223830,119223831,ENSG00000115107.19,STEAP3,300,6,NonSpecific,0.07291896456308712,0.0023226237493214133
chr2,119366827,119366828,ENSG00000186132.14,C2orf76,283,38,CellTypeSpecific,0.2556370891299228,1.8090861729950298e-9
chr2,119525300,119525301,ENSG00000080293.9,SCTR,262,7,NonSpecific,0.16924568642720378,1.8782543583635875e-6
chr2,119679166,119679167,ENSG00000144120.12,TMEM177,257,18,CellTypeSpecific,0.03365031826510968,0.04058641710448451
chr2,120223407,120223408,ENSG00000226479.3,TMEM185B,186,7,CellTypeSpecific,0.20149099671468304,1.518285544259203e-7
chr2,120544325,120544326,ENSG00000237614.1,AC073257.2,101,0,NonSpecific,NA,NA
chr2,121737102,121737103,ENSG00000211460.11,TSN,35,11,NonSpecific,0.04321291949218619,0.02000463150491448
chr2,126655932,126655933,ENSG00000136732.14,GYPC,232,14,NonSpecific,0.012289023509131301,0.2184155797323501
chr2,127107354,127107355,ENSG00000136717.14,BIN1,284,11,NonSpecific,0.09351348443433553,5.242290201013269e-4
chr2,127220077,127220078,ENSG00000186684.12,CYP27C1,307,1,NonSpecific,0.09379157491218301,5.137638929252338e-4
chr2,127294175,127294176,ENSG00000163161.12,ERCC3,313,20,NonSpecific,0.18151804399495933,7.281684769447604e-7
chr2,127388464,127388465,ENSG00000169967.16,MAP3K2,331,26,CellTypeSpecific,0.13626467788179092,2.2726948106448933e-5
chr2,127389129,127389130,ENSG00000236682.1,AC068282.3,331,10,NonSpecific,0.6630913495299264,7.683658938235026e-31
chr2,127526885,127526886,ENSG00000163166.14,IWS1,335,2,NonSpecific,0.216629904731246,4.5231360561724165e-8
chr2,127535801,127535802,ENSG00000169994.18,MYO7B,335,12,NonSpecific,0.08323128313427296,0.0011032949630412569
chr2,127645863,127645864,ENSG00000144230.16,GPR17,329,31,CellTypeSpecific,0.459213926604723,4.000962610257475e-18
chr2,127858156,127858157,ENSG00000144231.10,POLR2D,319,7,NonSpecific,0.09872333979385942,3.591494014725278e-4
chr2,127885921,127885922,ENSG00000144233.9,AMMECR1L,317,8,NonSpecific,0.205049467780418,1.1442500324033127e-7
chr2,128091199,128091200,ENSG00000136731.12,UGGT1,296,44,CellTypeSpecific,0.313454871922884,1.1372584338241593e-11
chr2,129980466,129980467,ENSG00000222014.5,RAB6C,49,0,NonSpecific,NA,NA
chr2,130342223,130342224,ENSG00000136710.9,CCDC115,46,4,NonSpecific,0.06455649034781698,0.004246622868916585
chr2,131463614,131463615,ENSG00000273073.1,RP11-109E12.1,102,26,NonSpecific,0.35105558028560063,3.372669152574306e-13
chr2,131492742,131492743,ENSG00000173272.15,MZT2A,103,40,NonSpecific,0.16614761535958159,2.3815584160986757e-6
chr2,131476092,131476093,ENSG00000075886.10,TUBA3D,102,0,NonSpecific,NA,NA
chr2,133568462,133568463,ENSG00000176771.16,NCKAP5,69,6,CellTypeSpecific,0.1528179631717689,6.562609604388826e-6
chr2,134918234,134918235,ENSG00000082258.12,CCNT2,57,3,CellTypeSpecific,0.05302002577083683,0.009784846130515829
chr2,136118164,136118165,ENSG00000121966.6,CXCR4,18,0,NonSpecific,NA,NA
chr2,142877497,142877498,ENSG00000115919.14,KYNU,25,0,NonSpecific,NA,NA
chr2,143091361,143091362,ENSG00000075884.13,ARHGAP15,25,5,CellTypeSpecific,0.04573251493055376,0.016634624041605865
chr2,147844516,147844517,ENSG00000121989.14,ACVR2A,101,11,NonSpecific,0.08828416511512706,7.656331769461004e-4
chr2,148020762,148020763,ENSG00000115947.13,ORC4,100,37,NonSpecific,0.06788096275910653,0.003340682694404743
chr2,149038106,149038107,ENSG00000150556.16,LYPD6B,51,10,NonSpecific,0.06942115983872339,0.0029893166313987624
chr2,151261878,151261879,ENSG00000184898.6,RBM43,102,6,NonSpecific,0.10678160745029722,1.997050271891637e-4
chr2,151357591,151357592,ENSG00000123610.4,TNFAIP6,119,3,CellTypeSpecific,0.16978994085224494,1.801396358396007e-6
chr2,151409882,151409883,ENSG00000080345.17,RIF1,119,10,CellTypeSpecific,0.10095232243054704,3.0540769859628845e-4
chr2,152175991,152175992,ENSG00000115145.9,STAM2,143,9,CellTypeSpecific,0.044381207203757995,0.018363175566549556
chr2,152717997,152717998,ENSG00000177917.10,ARL6IP6,84,13,CellTypeSpecific,0.10123324357804421,2.992280872581243e-4
chr2,153478807,153478808,ENSG00000177519.3,RPRM,68,0,NonSpecific,NA,NA
chr2,153871912,153871913,ENSG00000144278.14,GALNT13,38,10,NonSpecific,0.07389521205557802,0.002164664959375386
chr2,156254949,156254950,ENSG00000226383.6,LINC01876,45,21,NonSpecific,0.25403341293133286,2.0712351240135744e-9
chr2,157629004,157629005,ENSG00000123612.15,ACVR1C,50,19,NonSpecific,0.0837693285350696,0.0010612235025530652
chr2,157876701,157876702,ENSG00000007001.12,UPP2,56,19,CellTypeSpecific,0.10025152010464358,3.213816284454553e-4
chr2,159286798,159286799,ENSG00000196151.10,WDSUB1,238,30,CellTypeSpecific,0.36315080423689144,1.0433173560676781e-13
chr2,159712434,159712435,ENSG00000226266.6,AC009961.3,284,12,NonSpecific,0.2894330336303435,9.792335895163636e-11
chr2,159712456,159712457,ENSG00000136536.14,MARCH7,284,13,CellTypeSpecific,0.11252149166205257,1.3125628817562657e-4
chr2,159798254,159798255,ENSG00000241399.6,CD302,282,0,NonSpecific,NA,NA
chr2,159904748,159904749,ENSG00000054219.10,LY75,280,26,NonSpecific,0.09473018514112477,4.799518692792558e-4
chr2,160062609,160062610,ENSG00000153246.12,PLA2R1,245,4,NonSpecific,0.13347372716400435,2.797477483357358e-5
chr2,160271887,160271888,ENSG00000115221.10,ITGB6,229,12,NonSpecific,0.08805148878247968,7.786329058464318e-4
chr2,161244738,161244739,ENSG00000227403.1,LINC01806,103,16,NonSpecific,0.3785197265536428,2.2767283593479847e-14
chr2,163736011,163736012,ENSG00000182263.13,FIGN,33,18,NonSpecific,0.1234921672814132,5.8594655611991076e-5
chr2,164955524,164955525,ENSG00000169507.9,SLC38A11,157,1,NonSpecific,0.11554342362155536,1.0517110190923775e-4
chr2,165208261,165208262,ENSG00000136531.15,SCN2A,179,25,CellTypeSpecific,0.12283659825285527,6.149832376028811e-5
chr2,165469646,165469647,ENSG00000178662.15,CSRNP3,184,14,NonSpecific,0.2403932055271398,6.4787216476842014e-9
chr2,165794681,165794682,ENSG00000115339.13,GALNT3,183,27,CellTypeSpecific,0.0373432804215003,0.03083270381228889
chr2,165794850,165794851,ENSG00000235192.1,AC009495.2,183,1,NonSpecific,0.042382055021689354,0.021262413368961747
chr2,165839097,165839098,ENSG00000232411.1,AC009495.3,184,13,NonSpecific,0.18728877102292255,4.6447555092505007e-7
chr2,165953842,165953843,ENSG00000123607.14,TTC21B,179,19,CellTypeSpecific,0.09725867775665523,3.9947520172878997e-4
chr2,168786538,168786539,ENSG00000163072.15,NOSTRIN,152,29,NonSpecific,0.23481115736325173,1.0276405493004193e-8
chr2,168913370,168913371,ENSG00000152253.8,SPC25,162,35,CellTypeSpecific,0.43719360165286697,4.769613714655831e-17
chr2,168901239,168901240,ENSG00000152254.10,G6PC2,160,14,CellTypeSpecific,0.6621735572414771,9.089136507036276e-31
chr2,169362684,169362685,ENSG00000081479.12,LRP2,153,18,NonSpecific,0.09544686447726691,4.5563219856629197e-4
chr2,169694453,169694454,ENSG00000144362.11,PHOSPHO2,141,45,CellTypeSpecific,0.3029039834890255,2.9531418487355105e-11
chr2,171522246,171522247,ENSG00000071967.11,CYBRD1,123,4,NonSpecific,0.11503541112306978,1.0916556164594313e-4
chr2,171687408,171687409,ENSG00000077380.15,DYNC1I2,126,14,NonSpecific,0.14333277525585766,1.3400599280283266e-5
chr2,171991441,171991442,ENSG00000115840.13,SLC25A12,133,5,NonSpecific,0.09486516862750072,4.7527477803499903e-4
chr2,172084739,172084740,ENSG00000144355.14,DLX1,143,1,NonSpecific,0.06260746387556974,0.004888447073791881
chr2,172427353,172427354,ENSG00000091409.14,ITGA6,160,8,NonSpecific,0.21669405045948317,4.499791597335021e-8
chr2,172735273,172735274,ENSG00000091428.17,RAPGEF4,152,0,NonSpecific,NA,NA
chr2,173075434,173075435,ENSG00000091436.16,MAP3K20,153,24,NonSpecific,0.278581129260608,2.532680010105789e-10
chr2,173968350,173968351,ENSG00000271151.1,RP11-394I13.2,116,3,NonSpecific,0.11799680026344946,8.782855315604044e-5
chr2,174012974,174012975,ENSG00000273258.1,RP11-394I13.3,115,0,NonSpecific,NA,NA
chr2,174395714,174395715,ENSG00000138433.15,CIR1,122,4,CellTypeSpecific,0.0028474602222078485,0.554501325599673
chr2,174682915,174682916,ENSG00000115935.17,WIPF1,136,28,NonSpecific,0.06185186491296927,0.00516270881286622
chr2,175184213,175184214,ENSG00000154518.9,ATP5G3,191,3,CellTypeSpecific,0.008384367214304958,0.3098238645799387
chr2,176002838,176002839,ENSG00000144320.13,LNPK,274,6,CellTypeSpecific,0.04884527319031621,0.01325483697490971
chr2,176122719,176122720,ENSG00000128709.12,HOXD9,271,0,NonSpecific,NA,NA
chr2,176129693,176129694,ENSG00000175879.8,HOXD8,270,10,NonSpecific,0.10194572468915461,2.8410628222597957e-4
chr2,176136611,176136612,ENSG00000128652.11,HOXD3,268,1,NonSpecific,0.0564423844153758,0.007634842649381632
chr2,176151221,176151222,ENSG00000170166.5,HOXD4,268,1,CellTypeSpecific,0.16303470273204376,3.0210327604568144e-6
chr2,176178424,176178425,ENSG00000226363.3,HAGLROS,261,1,NonSpecific,0.09372498841408,5.162506122199217e-4
chr2,176188578,176188579,ENSG00000128645.14,HOXD1,256,26,NonSpecific,0.43791310201457007,4.4052584872253904e-17
chr2,176612248,176612249,ENSG00000272551.1,RP11-324L17.1,246,0,NonSpecific,NA,NA
chr2,176637931,176637932,ENSG00000224577.1,LINC01117,240,11,NonSpecific,0.18103700693607522,7.558877510372355e-7
chr2,178108338,178108339,ENSG00000128655.16,PDE11A,123,8,NonSpecific,0.1726196974992674,1.449145411908442e-6
chr2,178112454,178112455,ENSG00000155636.14,RBM45,123,4,NonSpecific,0.057844432390373256,0.006897934806589343
chr2,178451512,178451513,ENSG00000204311.12,DFNB59,112,38,CellTypeSpecific,0.21128264196484262,6.953541014491028e-8
chr2,178478599,178478600,ENSG00000079150.17,FKBP7,112,45,NonSpecific,0.1739848207285295,1.304461322663626e-6
chr2,180967247,180967248,ENSG00000170035.15,UBE2E3,56,12,CellTypeSpecific,0.03474286576123561,0.037407098971080674
chr2,181954240,181954241,ENSG00000150722.10,PPP1R1C,120,12,NonSpecific,0.10599625427064334,2.1148492465740198e-4
chr2,182523191,182523192,ENSG00000115252.18,PDE1A,158,32,NonSpecific,0.135479535015423,2.4095917975371463e-5
chr2,182867161,182867162,ENSG00000162998.4,FRZB,148,7,CellTypeSpecific,0.23517331661420318,9.974304864351414e-9
chr2,183038857,183038858,ENSG00000061676.14,NCKAP1,140,22,NonSpecific,0.04569520491632991,0.01668005352653308
chr2,183078558,183078559,ENSG00000162999.12,DUSP19,127,9,NonSpecific,0.16217587741801434,3.2255218443058343e-6
chr2,183117512,183117513,ENSG00000163002.12,NUP35,119,18,NonSpecific,0.1313921244475224,3.265357557012089e-5
chr2,185738894,185738895,ENSG00000188738.14,FSIP2,117,1,NonSpecific,0.049356072204316516,0.012770829230097085
chr2,186356772,186356773,ENSG00000259915.2,RP11-410E4.1,114,64,NonSpecific,0.15871216307691396,4.1984403340224086e-6
chr2,186590064,186590065,ENSG00000138448.11,ITGAV,104,16,NonSpecific,0.018586326900053525,0.12951704660139676
chr2,186693970,186693971,ENSG00000144369.12,FAM171B,104,10,NonSpecific,0.08237563764449914,0.0011736497884289956
chr2,188790103,188790104,ENSG00000174325.4,DIRC1,88,0,NonSpecific,NA,NA
chr2,189441432,189441433,ENSG00000115368.9,WDR75,218,34,NonSpecific,0.1149866646187866,1.0955666724323536e-4
chr2,189661384,189661385,ENSG00000138381.9,ASNSD1,236,27,CellTypeSpecific,0.17715486784147788,1.021209488666187e-6
chr2,189783572,189783573,ENSG00000128699.13,ORMDL1,245,13,NonSpecific,0.1256978397790048,4.9786541735469215e-5
chr2,189784084,189784085,ENSG00000064933.17,PMS1,245,4,NonSpecific,0.11987373867987594,7.650237828955771e-5
chr2,190062728,190062729,ENSG00000138379.4,MSTN,268,1,NonSpecific,0.09366151684095751,5.186321408386685e-4
chr2,190320044,190320045,ENSG00000198130.15,HIBCH,280,24,NonSpecific,0.22226315261761193,2.8672386133379106e-8
chr2,190343469,190343470,ENSG00000151689.12,INPP1,281,6,NonSpecific,0.09569945332370954,4.473561052181011e-4
chr2,10080943,10080944,ENSG00000205795.4,CYS1,304,12,NonSpecific,0.1767951155418875,1.050018572465749e-6
chr2,10690343,10690344,ENSG00000243819.4,RN7SL832P,270,8,NonSpecific,0.14901001848817955,8.746970540995492e-6
chr2,10721648,10721649,ENSG00000143882.10,ATP6V1C2,269,2,NonSpecific,0.06911073748915779,0.003057023253595296
chr2,10770057,10770058,ENSG00000272275.1,RP11-791G15.2,269,20,NonSpecific,0.2682067054711029,6.204972632315224e-10
chr2,11155197,11155198,ENSG00000162976.12,PQLC3,181,27,CellTypeSpecific,0.3062807879450126,2.17920092869128e-11
chr2,11466176,11466177,ENSG00000169016.16,E2F6,159,5,NonSpecific,0.06087795970446293,0.005539138268167721
chr2,11677594,11677595,ENSG00000134324.11,LPIN1,148,26,NonSpecific,0.1906146719115185,3.5800794368406335e-7
chr2,12716888,12716889,ENSG00000071575.11,TRIB2,84,7,NonSpecific,0.11277591017435927,1.288327223029146e-4
chr2,15591177,15591178,ENSG00000079785.14,DDX1,98,15,NonSpecific,0.06263532036762665,0.004878620437796391
chr2,190534721,190534722,ENSG00000189362.11,NEMP2,309,0,NonSpecific,NA,NA
chr2,190646745,190646746,ENSG00000138386.16,NAB1,319,12,CellTypeSpecific,0.18223942805757248,6.884694497575292e-7
chr2,190895151,190895152,ENSG00000115419.12,GLS,309,13,NonSpecific,0.16821109998803804,2.033389668540262e-6
chr2,191020959,191020960,ENSG00000115415.18,STAT1,309,71,CellTypeSpecific,0.2905831468819503,8.847134547294174e-11
chr2,191151595,191151596,ENSG00000138378.17,STAT4,283,21,NonSpecific,0.18586328591426232,5.191653911108288e-7
chr2,191246171,191246172,ENSG00000227542.1,AC092614.2,277,10,NonSpecific,0.12552773816506665,5.0416416073975464e-5
chr2,192195708,192195709,ENSG00000144339.11,TMEFF2,116,14,NonSpecific,0.17410871278511283,1.2920591670975273e-6
chr2,195575976,195575977,ENSG00000196950.13,SLC39A10,121,1,NonSpecific,0.10743898802552661,1.9034688367058287e-4
chr2,196068811,196068812,ENSG00000118997.13,DNAH7,114,9,NonSpecific,0.09556716544735981,4.5167172108048195e-4
chr2,196176502,196176503,ENSG00000081320.10,STK17B,116,18,CellTypeSpecific,0.26762785040017273,6.520823130538506e-10
chr2,197311172,197311173,ENSG00000065413.18,ANKRD44,102,30,NonSpecific,0.18850523036386327,4.2233042584174254e-7
chr2,197435090,197435091,ENSG00000115524.15,SF3B1,104,19,CellTypeSpecific,0.18095459768278652,7.607398883621213e-7
chr2,197705368,197705369,ENSG00000247626.4,MARS2,92,23,NonSpecific,0.15598856757558907,5.162446770930287e-6
chr2,199851172,199851173,ENSG00000226124.6,FTCDNL1,118,5,NonSpecific,0.18856507519374324,4.203574204329405e-7
chr2,200519783,200519784,ENSG00000155729.12,KCTD18,193,37,NonSpecific,0.15982694322250485,3.857276465091564e-6
chr2,200889302,200889303,ENSG00000240344.8,PPIL3,203,28,CellTypeSpecific,0.5088358960648458,1.0232002480253187e-20
chr2,201233442,201233443,ENSG00000064012.21,CASP8,195,24,CellTypeSpecific,0.2518216899802695,2.4951291315810663e-9
chr2,201357397,201357398,ENSG00000155749.12,ALS2CR12,181,22,NonSpecific,0.25623582900206054,1.7198372824452036e-9
chr2,201781188,201781189,ENSG00000003393.14,ALS2,158,25,CellTypeSpecific,0.16853420994910617,1.983627966020756e-6
chr2,201790460,201790461,ENSG00000138395.14,CDK15,158,31,NonSpecific,0.265900607811916,7.56047651562391e-10
chr2,202375603,202375604,ENSG00000273456.1,RP11-686O6.2,117,15,NonSpecific,0.2182971808849051,3.953449935418787e-8
chr2,202635187,202635188,ENSG00000138439.11,FAM117B,114,5,CellTypeSpecific,0.03356223563969283,0.040854632647439555
chr2,202871984,202871985,ENSG00000163596.16,ICA1L,112,6,NonSpecific,0.08475804891010118,9.880361255007893e-4
chr2,202912226,202912227,ENSG00000138380.17,CARF,103,29,CellTypeSpecific,0.010762519111189478,0.24959475660141917
chr2,203014878,203014879,ENSG00000144426.18,NBEAL1,98,2,NonSpecific,0.011001368906043056,0.24437945363828137
chr2,204545792,204545793,ENSG00000116117.17,PARD3B,32,3,NonSpecific,0.06542719054452531,0.003987906757659428
chr2,205681989,205681990,ENSG00000118257.16,NRP2,31,11,NonSpecific,0.07971060283992952,0.0014227344789668533
chr2,206218046,206218047,ENSG00000183671.12,GPR1,34,3,NonSpecific,0.04691390573187278,0.015259344647666285
chr2,207625927,207625928,ENSG00000144401.14,METTL21A,112,7,NonSpecific,0.260753867827155,1.1726358429546789e-9
chr2,208266266,208266267,ENSG00000115020.16,PIKFYVE,126,14,CellTypeSpecific,0.0032025533972888185,0.5307548896317973
chr2,208359713,208359714,ENSG00000144407.9,PTH2R,131,1,NonSpecific,0.20289612539063348,1.358023955908377e-7
chr2,209424057,209424058,ENSG00000078018.19,MAP2,143,6,CellTypeSpecific,0.2645918951768535,8.455420186339116e-10
chr2,210002564,210002565,ENSG00000197713.14,RPE,174,23,CellTypeSpecific,0.0979521459734575,3.798505559273973e-4
chr2,210477651,210477652,ENSG00000115365.11,LANCL1,147,17,NonSpecific,0.1547205004293427,5.682952920678178e-6
